Query,Clicks,Conversions,Avg_Position,Quality_Score,Avg_CPC,Spend,Revenue_Per_Conversion,Revenue,CPA,ROAS,CVR
for startups company credit card,342,51,2.82,5,38.37,13122.539999999999,1948,99348,257.30470588235295,7.570790411002749,0.14912280701754385
for travel startup loan,52,5,5.57,3,28.93,1504.36,7419,37095,300.87199999999996,24.658326464410116,0.09615384615384616
apply for corporate expense card,420,42,2.52,2,47.66,20017.199999999997,3873,162666,476.5999999999999,8.126311372219892,0.1
for small business american express business card,288,9,6.23,9,21.18,6099.84,2870,25830,677.76,4.234537299338999,0.03125
top expense management card,252,24,5.21,6,39.39,9926.28,6845,164280,413.595,16.55000664901655,0.09523809523809523
top small business credit card,106,3,4.64,6,5.07,537.4200000000001,8391,25173,179.14000000000001,46.8404599754382,0.02830188679245283
for startups corporate credit card,382,45,6.84,2,41.41,15818.619999999999,3629,163305,351.5248888888889,10.32359333494325,0.11780104712041885
with airport lounge access working capital loan,99,2,4.75,8,18.24,1805.7599999999998,4429,8858,902.8799999999999,4.905413786992735,0.020202020202020204
best expense management card,244,14,4.59,5,8.78,2142.3199999999997,3698,51772,153.02285714285713,24.166324358639237,0.05737704918032787
for employees business financing,429,32,6.86,10,37.56,16113.240000000002,1877,60064,503.53875000000005,3.727617785125772,0.07459207459207459
compare cashback credit card,106,13,1.52,6,28.5,3021.0,5106,66378,232.3846153846154,21.97219463753724,0.12264150943396226
high limit startup loan,382,37,4.89,9,17.89,6833.9800000000005,5964,220668,184.70216216216218,32.289822329008864,0.0968586387434555
for freelancers spend management platform,303,34,2.76,8,38.93,11795.789999999999,4835,164390,346.93499999999995,13.936328130629658,0.11221122112211221
with cashback corporate travel card,281,12,1.35,9,24.16,6788.96,4766,57192,565.7466666666667,8.424265277745045,0.042704626334519574
with cashback corporate travel card,83,3,1.31,7,34.26,2843.58,2642,7926,947.86,2.787331462452261,0.03614457831325301
for employees small business credit card,436,27,2.51,1,49.91,21760.76,8135,219645,805.954074074074,10.093627244636677,0.06192660550458716
2026 business cashback card,261,3,4.91,1,5.18,1351.98,5531,16593,450.66,12.273110548972618,0.011494252873563218
best business financing,377,47,6.1,4,43.16,16271.319999999998,4306,202382,346.1982978723404,12.437958321758778,0.1246684350132626
best amex corporate card,50,3,8.16,2,30.14,1507.0,2853,8559,502.3333333333333,5.679495686794957,0.06
for small business business cashback card,309,6,6.47,9,21.75,6720.75,8377,50262,1120.125,7.47862961723022,0.019417475728155338
low fee spend management platform,445,58,5.68,4,47.81,21275.45,7032,407856,366.81810344827585,19.17026431873356,0.1303370786516854
best startup loan,282,41,1.33,5,47.26,13327.32,7140,292740,325.05658536585366,21.965406398285626,0.1453900709219858
instant approval business travel credit card,317,31,3.68,2,7.72,2447.24,2405,74555,78.94322580645161,30.46493192330953,0.09779179810725552
for ecommerce corporate travel card,308,18,7.23,9,36.33,11189.64,2510,45180,621.6466666666666,4.0376634100828985,0.05844155844155844
for employees business credit card,288,19,3.43,8,32.14,9256.32,1986,37734,487.17473684210523,4.076566065131716,0.06597222222222222
cheap cashback business card,10,0,6.35,7,35.5,355.0,2823,0,355.0,0.0,0.0
2026 amex rewards card,102,11,6.44,7,47.68,4863.36,2877,31647,442.1236363636363,6.507229569680222,0.10784313725490197
for employees corporate expense card,290,17,3.75,8,49.57,14375.3,7321,124457,845.6058823529411,8.657697578485319,0.05862068965517241
2026 employee expense card,15,0,6.14,10,16.04,240.6,2111,0,240.6,0.0,0.0
cheap corporate expense card,467,7,2.03,10,18.22,8508.74,9496,66472,1215.5342857142857,7.81220251177025,0.014989293361884369
instant approval startup credit card,497,47,7.54,7,38.07,18920.79,8824,414728,402.57,21.919169337009713,0.09456740442655935
low fee cash rewards card,319,16,1.2,10,36.6,11675.4,4526,72416,729.7125,6.2024427428610585,0.050156739811912224
apply for company credit card,343,11,1.32,7,11.56,3965.0800000000004,7639,84029,360.4618181818182,21.192258415971427,0.03206997084548105
for startups travel rewards card,416,36,8.83,6,47.67,19830.72,3323,119628,550.8533333333334,6.032458730696616,0.08653846153846154
low fee amex corporate card,284,13,6.22,9,41.27,11720.68,4546,59098,901.5907692307693,5.042198916786398,0.045774647887323945
for freelancers business travel credit card,449,9,2.47,4,19.91,8939.59,4372,39348,993.2877777777778,4.401544142404741,0.0200445434298441
for startups cashback credit card,446,16,6.41,5,31.12,13879.52,1457,23312,867.47,1.6795969889448625,0.03587443946188341
for ecommerce american express business card,424,50,4.33,6,37.57,15929.68,1965,98250,318.5936,6.167732182944039,0.1179245283018868
with cashback travel rewards card,496,64,3.43,7,44.71,22176.16,6039,386496,346.5025,17.428445682210086,0.12903225806451613
apply for startup loan,112,14,8.3,5,49.52,5546.240000000001,6112,85568,396.16,15.428109854604198,0.125
high limit small business loan,303,25,5.3,5,36.81,11153.43,2341,58525,446.1372,5.247264742774195,0.08250825082508251
low fee business financing,412,58,3.64,10,31.34,12912.08,5203,301774,222.62206896551723,23.371447512716774,0.1407766990291262
with rewards working capital loan,116,3,9.49,10,48.05,5573.799999999999,3386,10158,1857.9333333333332,1.8224550575908718,0.02586206896551724
with airport lounge access cashback business card,394,41,2.49,6,28.22,11118.68,6202,254282,271.18731707317073,22.869801091496473,0.10406091370558376
compare business financing,239,25,2.28,10,15.26,3647.14,2442,61050,145.88559999999998,16.73914354809522,0.10460251046025104
compare american express business card,214,3,1.88,9,9.25,1979.5,7555,22665,659.8333333333334,11.4498610760293,0.014018691588785047
for employees expense tracking software,386,19,2.12,6,12.14,4686.04,5913,112347,246.63368421052633,23.97482735956159,0.04922279792746114
for travel corporate credit card,187,26,3.28,8,31.64,5916.68,1888,49088,227.5646153846154,8.296544683842965,0.13903743315508021
with rewards business travel credit card,107,12,7.29,4,35.26,3772.8199999999997,8137,97644,314.40166666666664,25.880906059658294,0.11214953271028037
top working capital loan,67,1,7.05,7,39.83,2668.6099999999997,1060,1060,2668.6099999999997,0.39721053282420443,0.014925373134328358
2026 business credit card,346,29,7.87,5,18.62,6442.52,5657,164053,222.15586206896552,25.46410410833028,0.0838150289017341
top corporate credit card,425,42,6.18,4,21.67,9209.75,7219,303198,219.2797619047619,32.92141480496213,0.0988235294117647
for small business american express business card,186,27,5.43,2,40.86,7599.96,8395,226665,281.48,29.82449907631093,0.14516129032258066
for small business expense management card,107,11,4.89,9,11.56,1236.92,8874,97614,112.44727272727273,78.91698735568994,0.102803738317757
with cashback expense tracking software,234,23,8.87,5,43.74,10235.16,9035,207805,445.00695652173914,20.303053396331862,0.09829059829059829
for travel american express travel card,245,33,4.09,6,17.71,4338.95,2254,74382,131.48333333333332,17.142857142857142,0.1346938775510204
for startups cash rewards card,101,10,9.02,1,25.7,2595.7,1335,13350,259.57,5.143121316022653,0.09900990099009901
cheap small business credit card,437,61,3.48,4,15.22,6651.14,7581,462441,109.03508196721312,69.52808090041707,0.13958810068649885
with airport lounge access expense management card,260,20,2.42,5,11.52,2995.2,4138,82760,149.76,27.63087606837607,0.07692307692307693
best expense tracking software,422,46,3.3,4,39.0,16458.0,3517,161782,357.7826086956522,9.829991493498602,0.10900473933649289
for startups american express travel card,366,36,5.49,2,40.72,14903.52,9618,346248,413.9866666666667,23.232632290895037,0.09836065573770492
with airport lounge access employee expense card,225,19,9.33,1,19.63,4416.75,1141,21679,232.46052631578948,4.908360219618498,0.08444444444444445
instant approval expense management card,441,24,2.6,9,45.57,20096.37,4456,106944,837.34875,5.321558072428006,0.05442176870748299
with rewards small business loan,345,47,6.22,4,35.54,12261.3,5881,276407,260.8787234042553,22.543041928669883,0.13623188405797101
2026 cashback business card,214,10,2.96,8,28.56,6111.84,8283,82830,611.184,13.55238357025053,0.04672897196261682
with airport lounge access cashback business card,35,1,7.1,8,43.19,1511.6499999999999,2292,2292,1511.6499999999999,1.5162239936493238,0.02857142857142857
high limit business travel credit card,144,15,5.19,4,44.5,6408.0,5631,84465,427.2,13.1811797752809,0.10416666666666667
for travel airline rewards card,53,4,7.6,8,31.97,1694.4099999999999,6537,26148,423.60249999999996,15.431920255428144,0.07547169811320754
premium hotel rewards card,151,7,8.7,4,31.29,4724.79,7168,50176,674.97,10.619731247314695,0.046357615894039736
top startup credit card,61,8,4.01,6,35.81,2184.4100000000003,6535,52280,273.05125000000004,23.9332359767626,0.13114754098360656
best startup credit card,169,8,9.44,5,30.61,5173.09,6184,49472,646.63625,9.563336419818716,0.047337278106508875
for ecommerce small business loan,370,7,5.22,1,31.06,11492.199999999999,6141,42987,1641.742857142857,3.740537059918902,0.01891891891891892
premium cashback business card,212,2,9.43,9,31.92,6767.04,4659,9318,3383.52,1.3769683643069939,0.009433962264150943
with airport lounge access startup loan,425,59,3.08,6,19.49,8283.25,8808,519672,140.39406779661016,62.737693538164365,0.1388235294117647
2026 startup loan,84,5,9.07,10,38.92,3269.28,7786,38930,653.856,11.907820682229726,0.05952380952380952
for small business amex corporate card,349,13,4.0,9,21.12,7370.88,5323,69199,566.9907692307693,9.388159894069636,0.03724928366762178
best amex corporate card,194,17,7.76,4,34.15,6625.099999999999,6884,117028,389.71176470588233,17.664337142080875,0.08762886597938144
compare amex corporate card,61,4,9.71,4,37.69,2299.0899999999997,3811,15244,574.7724999999999,6.630449438690961,0.06557377049180328
2026 american express business card,427,64,9.21,4,30.06,12835.619999999999,7658,490112,200.55656249999998,38.18374180600548,0.14988290398126464
high limit amex rewards card,248,33,5.17,2,15.48,3839.04,5322,175626,116.33454545454545,45.747374343585896,0.13306451612903225
for small business cashback business card,123,5,4.1,3,31.04,3817.92,4618,23090,763.5840000000001,6.047795658368955,0.04065040650406504
compare american express travel card,198,21,6.51,5,41.77,8270.460000000001,7261,152481,393.8314285714286,18.43682213564904,0.10606060606060606
apply for business financing,71,4,7.35,4,8.61,611.31,4505,18020,152.8275,29.47767908262584,0.056338028169014086
top merchant cash advance,255,15,5.86,1,34.63,8830.650000000001,8371,125565,588.7100000000002,14.219225085356115,0.058823529411764705
for travel cashback credit card,223,13,8.64,8,9.88,2203.2400000000002,2392,31096,169.48000000000002,14.113759735662024,0.05829596412556054
with cashback cashback credit card,480,47,1.52,4,34.15,16392.0,3013,141611,348.7659574468085,8.639031234748657,0.09791666666666667
premium employee expense card,486,41,6.4,4,17.55,8529.300000000001,6654,272814,208.0317073170732,31.98550877563223,0.08436213991769548
apply for commercial credit card,341,39,5.73,7,45.08,15372.279999999999,4664,181896,394.1610256410256,11.832727480894182,0.11436950146627566
for freelancers startup credit card,368,11,1.35,6,22.81,8394.08,1064,11704,763.0981818181818,1.3943159941291958,0.029891304347826088
for ecommerce amex rewards card,168,11,1.11,2,22.31,3748.08,7864,86504,340.73454545454547,23.079550062965573,0.06547619047619048
best cashback credit card,422,55,6.46,4,43.41,18319.019999999997,4957,272635,333.07309090909087,14.882619266751172,0.13033175355450238
apply for small business loan,296,3,2.06,2,48.34,14308.640000000001,8161,24483,4769.546666666667,1.711064084357423,0.010135135135135136
premium business cashback card,21,2,7.92,3,6.29,132.09,4180,8360,66.045,63.29018093723976,0.09523809523809523
2026 commercial credit card,300,36,9.54,10,27.08,8123.999999999999,5922,213192,225.66666666666663,26.24224519940916,0.12
for employees business cashback card,499,31,2.6,6,30.47,15204.529999999999,5350,165850,490.4687096774193,10.907933359334358,0.06212424849699399
with rewards business financing,322,43,8.19,9,46.68,15030.96,7562,325166,349.5572093023256,21.633082650742203,0.13354037267080746
compare cash rewards card,178,20,6.32,1,31.74,5649.719999999999,3110,62200,282.486,11.009395155866132,0.11235955056179775
apply for company credit card,36,3,5.03,4,30.98,1115.28,7801,23403,371.76,20.98396815149559,0.08333333333333333
with rewards employee expense card,408,15,6.85,8,38.28,15618.24,2070,31050,1041.216,1.988060114327863,0.03676470588235294
with rewards small business loan,487,50,8.22,4,40.6,19772.2,1122,56100,395.444,2.8373170410981072,0.1026694045174538
for startups expense management card,336,42,9.74,6,26.09,8766.24,9570,401940,208.72,45.85090072824837,0.125
apply for business credit card,429,48,6.94,1,12.25,5255.25,9724,466752,109.484375,88.81632653061224,0.11188811188811189
for employees american express travel card,375,33,7.72,10,43.51,16316.25,2838,93654,494.4318181818182,5.739921857044358,0.088
low fee amex rewards card,417,45,6.47,4,12.42,5179.14,4485,201825,115.09200000000001,38.96882494004796,0.1079136690647482
instant approval corporate credit card,347,50,6.09,7,49.1,17037.7,8932,446600,340.754,26.21245825434184,0.1440922190201729
top business financing,417,4,1.58,6,21.33,8894.609999999999,1532,6128,2223.6524999999997,0.6889565703274231,0.009592326139088728
apply for corporate travel card,489,50,2.4,9,47.82,23383.98,3670,183500,467.6796,7.847252691800113,0.10224948875255624
for ecommerce american express business card,85,10,4.41,3,36.58,3109.2999999999997,4441,44410,310.92999999999995,14.282957578876276,0.11764705882352941
premium spend management platform,165,16,6.85,5,43.93,7248.45,7316,117056,453.028125,16.149107740275507,0.09696969696969697
apply for american express travel card,84,4,1.68,7,47.42,3983.28,3656,14624,995.82,3.6713462272298205,0.047619047619047616
with cashback cashback credit card,268,33,5.9,1,35.13,9414.84,3993,131769,285.29818181818183,13.995883095198643,0.12313432835820895
for ecommerce amex corporate card,366,50,1.12,9,40.11,14680.26,2099,104950,293.6052,7.149055943150871,0.1366120218579235
with airport lounge access small business loan,12,1,7.89,9,14.14,169.68,3007,3007,169.68,17.721593587930222,0.08333333333333333
premium travel rewards card,294,23,7.0,3,22.19,6523.860000000001,7713,177399,283.64608695652174,27.19233705199069,0.0782312925170068
for employees corporate travel card,425,26,5.69,8,23.03,9787.75,4374,113724,376.4519230769231,11.619013562871958,0.0611764705882353
top startup loan,63,3,6.14,2,12.69,799.4699999999999,7948,23844,266.48999999999995,29.82475890277309,0.047619047619047616
cheap expense management card,431,47,9.39,4,30.23,13029.130000000001,9373,440531,277.21553191489363,33.811236820877525,0.10904872389791183
best hotel rewards card,232,22,9.16,7,38.56,8945.92,5386,118492,406.63272727272727,13.245367720703964,0.09482758620689655
top american express business card,449,14,8.13,9,16.34,7336.66,7662,107268,524.0471428571428,14.620822008925042,0.031180400890868598
for small business cash rewards card,330,9,4.03,4,37.69,12437.699999999999,4878,43902,1381.9666666666665,3.529752285390386,0.02727272727272727
with cashback hotel rewards card,238,4,1.97,1,42.14,10029.32,9917,39668,2507.33,3.9552033437959904,0.01680672268907563
cheap business travel credit card,158,16,3.89,7,5.68,897.4399999999999,4872,77952,56.089999999999996,86.86040292387236,0.10126582278481013
premium cash rewards card,247,13,7.77,3,42.8,10571.599999999999,3250,42250,813.1999999999999,3.9965568125922286,0.05263157894736842
cheap cash rewards card,50,0,6.5,10,14.76,738.0,4689,0,738.0,0.0,0.0
low fee american express business card,243,13,7.35,9,5.76,1399.6799999999998,2309,30017,107.66769230769229,21.445616140832193,0.053497942386831275
top american express travel card,29,3,1.95,10,41.07,1191.03,5073,15219,397.01,12.77801566711166,0.10344827586206896
with rewards startup loan,255,11,2.43,9,40.5,10327.5,3416,37576,938.8636363636364,3.6384410554345195,0.043137254901960784
for freelancers expense tracking software,69,6,6.98,2,5.63,388.46999999999997,2347,14082,64.74499999999999,36.24990346744923,0.08695652173913043
for travel small business loan,212,15,4.35,7,8.22,1742.64,5664,84960,116.176,48.75361520451728,0.07075471698113207
for travel employee expense card,452,39,4.32,8,46.47,21004.44,1428,55692,538.5753846153846,2.6514394099533245,0.08628318584070796
for startups travel rewards card,467,43,4.53,1,45.74,21360.58,4063,174709,496.75767441860467,8.179038209636628,0.09207708779443255
with rewards american express business card,192,14,8.16,5,28.5,5472.0,2251,31514,390.85714285714283,5.759137426900585,0.07291666666666667
for employees cash rewards card,268,4,7.29,8,43.44,11641.92,4857,19428,2910.48,1.668796899480498,0.014925373134328358
apply for corporate expense card,133,11,1.95,10,18.42,2449.86,6680,73480,222.71454545454546,29.99355065187398,0.08270676691729323
for small business cash rewards card,383,25,4.1,2,11.96,4580.68,3734,93350,183.2272,20.379070356366302,0.06527415143603134
top employee expense card,279,10,7.06,1,48.92,13648.68,9825,98250,1364.868,7.198498316320699,0.035842293906810034
with rewards expense management card,310,42,9.79,10,31.01,9613.1,7276,305592,228.88333333333335,31.789121095172213,0.13548387096774195
with rewards merchant cash advance,118,13,9.21,4,18.33,2162.9399999999996,9808,127504,166.37999999999997,58.94939295588413,0.11016949152542373
2026 working capital loan,360,17,3.23,1,28.28,10180.800000000001,4517,76789,598.8705882352942,7.542531038818167,0.04722222222222222
with cashback corporate travel card,236,20,1.59,5,32.05,7563.799999999999,5563,111260,378.18999999999994,14.709537534043736,0.0847457627118644
best american express travel card,197,28,6.16,8,19.9,3920.2999999999997,4776,133728,140.01071428571427,34.111675126903556,0.14213197969543148
cheap expense management card,186,8,4.66,8,39.52,7350.72,8521,68168,918.84,9.27364938400592,0.043010752688172046
apply for cashback business card,402,57,2.65,9,6.8,2733.6,2629,149853,47.95789473684211,54.81892010535557,0.1417910447761194
for freelancers cash rewards card,447,47,6.86,5,15.86,7089.42,9169,430943,150.83872340425532,60.78677804390204,0.10514541387024609
apply for expense management card,335,28,2.44,8,19.05,6381.75,4922,137816,227.91964285714286,21.595330434441962,0.08358208955223881
premium startup credit card,358,52,4.16,10,37.56,13446.480000000001,5664,294528,258.5861538461539,21.90372498973709,0.1452513966480447
low fee company credit card,317,17,8.15,5,40.84,12946.28,3464,58888,761.5458823529412,4.548642544422027,0.05362776025236593
premium amex corporate card,72,3,7.16,7,33.13,2385.36,3529,10587,795.12,4.438323775027668,0.041666666666666664
low fee cashback business card,254,14,6.46,8,19.92,5059.68,1151,16114,361.4057142857143,3.1847863896531003,0.05511811023622047
for startups cashback credit card,189,21,9.38,8,16.77,3169.5299999999997,3015,63315,150.92999999999998,19.97614788312463,0.1111111111111111
compare corporate travel card,31,1,2.13,2,22.86,708.66,5899,5899,708.66,8.32416109276663,0.03225806451612903
for ecommerce business cashback card,320,7,7.22,1,24.77,7926.4,1368,9576,1132.3428571428572,1.2081146548243844,0.021875
cheap business financing,122,12,2.06,8,31.75,3873.5,2310,27720,322.7916666666667,7.156318574932232,0.09836065573770492
with airport lounge access expense management card,119,4,2.23,9,35.5,4224.5,6890,27560,1056.125,6.5238489762102025,0.03361344537815126
for freelancers corporate expense card,12,0,5.56,7,22.01,264.12,7283,0,264.12,0.0,0.0
high limit hotel rewards card,267,10,1.22,8,10.4,2776.8,2189,21890,277.68,7.8831748775568995,0.03745318352059925
for freelancers merchant cash advance,196,24,5.51,9,24.78,4856.88,7317,175608,202.37,36.15654494243218,0.12244897959183673
for startups business credit card,37,5,1.09,10,21.27,786.99,2885,14425,157.398,18.329330741178413,0.13513513513513514
premium amex rewards card,430,44,6.42,10,7.69,3306.7000000000003,3337,146828,75.15227272727273,44.403181419542136,0.10232558139534884
with cashback travel rewards card,257,13,3.81,10,14.24,3659.68,6973,90649,281.51384615384615,24.769651991430948,0.05058365758754864
for travel small business loan,462,32,1.75,4,23.67,10935.54,1887,60384,341.735625,5.521812365918829,0.06926406926406926
with cashback cashback credit card,18,0,8.03,3,29.89,538.02,9648,0,538.02,0.0,0.0
for employees spend management platform,199,26,4.51,4,29.51,5872.490000000001,6146,159796,225.86500000000004,27.210944590795382,0.1306532663316583
with rewards small business loan,297,30,5.0,10,14.55,4321.35,5463,163890,144.04500000000002,37.925648234926584,0.10101010101010101
best corporate travel card,474,10,4.37,3,15.39,7294.860000000001,4601,46010,729.4860000000001,6.307180672418661,0.02109704641350211
instant approval expense management card,84,5,1.75,2,36.99,3107.1600000000003,7088,35440,621.432,11.405914082313108,0.05952380952380952
with cashback business cashback card,111,9,5.14,1,20.36,2259.96,7927,71343,251.10666666666668,31.568257845271596,0.08108108108108109
for ecommerce expense tracking software,300,36,6.99,4,13.52,4056.0,5122,184392,112.66666666666667,45.46153846153846,0.12
top american express business card,56,7,9.13,5,25.39,1421.8400000000001,8155,57085,203.12000000000003,40.14868058290665,0.125
for travel cashback credit card,411,11,7.87,8,27.2,11179.199999999999,3153,34683,1016.2909090909089,3.1024581365392874,0.0267639902676399
with airport lounge access american express business card,45,5,1.71,7,13.97,628.65,1154,5770,125.72999999999999,9.178398154776108,0.1111111111111111
best employee expense card,156,2,2.49,6,26.03,4060.6800000000003,5842,11684,2030.3400000000001,2.8773505915265423,0.01282051282051282
high limit business travel credit card,132,5,1.4,6,38.67,5104.4400000000005,4194,20970,1020.8880000000001,4.108188165597009,0.03787878787878788
with cashback hotel rewards card,162,2,2.07,5,12.68,2054.16,9965,19930,1027.08,9.70226272539627,0.012345679012345678
2026 business credit card,439,8,5.32,4,21.14,9280.460000000001,3041,24328,1160.0575000000001,2.6214217829719644,0.018223234624145785
with cashback corporate travel card,325,4,2.98,8,9.56,3107.0,5178,20712,776.75,6.666237528162214,0.012307692307692308
for ecommerce airline rewards card,130,3,6.83,8,14.68,1908.3999999999999,8287,24861,636.1333333333333,13.02714315657095,0.023076923076923078
top commercial credit card,241,31,1.29,10,24.45,5892.45,5268,163308,190.0790322580645,27.714787567141002,0.12863070539419086
with cashback small business credit card,104,5,8.72,3,48.85,5080.400000000001,9990,49950,1016.0800000000002,9.831902999763797,0.04807692307692308
instant approval employee expense card,32,2,7.1,8,36.45,1166.4,5826,11652,583.2,9.989711934156379,0.0625
apply for cashback business card,387,30,9.72,5,46.92,18158.04,4495,134850,605.268,7.426462327431815,0.07751937984496124
top small business loan,124,18,9.58,1,9.71,1204.0400000000002,5098,91764,66.89111111111112,76.21341483671638,0.14516129032258066
for travel american express travel card,471,28,7.24,8,47.39,22320.69,4246,118888,797.1674999999999,5.326358638554633,0.059447983014861996
best amex corporate card,164,7,2.42,7,28.0,4592.0,5699,39893,656.0,8.6875,0.042682926829268296
for freelancers spend management platform,172,24,3.0,7,17.7,3044.4,8575,205800,126.85000000000001,67.59952700039416,0.13953488372093023
best commercial credit card,86,7,3.5,5,43.02,3699.7200000000003,2674,18718,528.5314285714286,5.0593017849999455,0.08139534883720931
for employees employee expense card,448,22,4.84,5,32.06,14362.880000000001,1202,26444,652.8581818181818,1.8411349255859548,0.049107142857142856
low fee expense tracking software,301,15,6.14,7,9.08,2733.08,4314,64710,182.20533333333333,23.676584659065963,0.04983388704318937
cheap cash rewards card,225,4,7.14,9,29.09,6545.25,3590,14360,1636.3125,2.1939574500592034,0.017777777777777778
for travel working capital loan,106,9,1.68,10,33.88,3591.28,4754,42786,399.03111111111116,11.913858011628164,0.08490566037735849
for travel business cashback card,378,42,6.49,1,5.8,2192.4,1778,74676,52.2,34.06130268199234,0.1111111111111111
top american express travel card,208,15,1.53,8,29.73,6183.84,2591,38865,412.25600000000003,6.284929752386867,0.07211538461538461
instant approval small business loan,146,19,8.44,10,21.34,3115.64,9965,189335,163.98105263157893,60.76921595563031,0.13013698630136986
for employees airline rewards card,379,29,1.36,9,25.56,9687.24,8296,240584,334.04275862068965,24.835143962573447,0.07651715039577836
apply for cash rewards card,30,1,4.51,7,9.9,297.0,2025,2025,297.0,6.818181818181818,0.03333333333333333
high limit american express business card,169,7,4.78,2,27.63,4669.47,9673,67711,667.0671428571429,14.500789168792174,0.04142011834319527
for freelancers company credit card,331,14,6.13,5,49.31,16321.61,4776,66864,1165.8292857142858,4.096654680512523,0.04229607250755287
for small business business cashback card,309,16,1.86,4,38.22,11809.98,7782,124512,738.12375,10.542947574847714,0.05177993527508091
premium business financing,130,19,9.4,7,46.75,6077.5,7620,144780,319.86842105263156,23.822295351707115,0.14615384615384616
for startups expense management card,482,29,4.45,3,17.49,8430.179999999998,4177,121133,290.6958620689655,14.368969583093127,0.06016597510373444
for startups commercial credit card,202,16,4.57,8,22.21,4486.42,8496,135936,280.40125,30.29943696755988,0.07920792079207921
for small business american express travel card,468,22,3.19,5,34.21,16010.28,9967,219274,727.74,13.695825432159836,0.04700854700854701
for small business amex corporate card,345,10,8.03,6,38.28,13206.6,7018,70180,1320.66,5.314009661835748,0.028985507246376812
for employees working capital loan,224,22,1.07,4,18.68,4184.32,8087,177914,190.19636363636363,42.51921459161824,0.09821428571428571
for small business business travel credit card,152,13,1.96,7,20.64,3137.28,1169,15197,241.32923076923078,4.844004997960016,0.08552631578947369
for travel business financing,164,3,5.24,9,10.93,1792.52,3476,10428,597.5066666666667,5.8175083123200855,0.018292682926829267
for ecommerce working capital loan,25,3,9.71,4,35.54,888.5,8514,25542,296.1666666666667,28.74732695554305,0.12
for employees working capital loan,311,25,1.32,6,20.68,6431.48,1106,27650,257.25919999999996,4.299165977348915,0.08038585209003216
low fee corporate credit card,490,27,1.56,6,11.24,5507.6,7175,193725,203.9851851851852,35.17412302999492,0.05510204081632653
for startups amex rewards card,368,43,7.43,1,33.53,12339.04,3364,144652,286.9544186046512,11.72311622298007,0.11684782608695653
cheap business cashback card,209,5,7.62,9,5.56,1162.04,5316,26580,232.408,22.87356717496816,0.023923444976076555
compare small business loan,441,33,9.07,2,47.75,21057.75,6069,200277,638.1136363636364,9.510845175766642,0.07482993197278912
for startups small business loan,74,6,6.19,10,33.85,2504.9,6069,36414,417.48333333333335,14.537107269751287,0.08108108108108109
high limit hotel rewards card,28,3,4.63,1,32.35,905.8000000000001,3144,9432,301.93333333333334,10.412894678737027,0.10714285714285714
low fee business cashback card,99,6,5.06,5,34.12,3377.8799999999997,9941,59646,562.9799999999999,17.657820881736477,0.06060606060606061
premium small business loan,46,5,4.88,2,19.24,885.04,9151,45755,177.00799999999998,51.69822832866311,0.10869565217391304
high limit corporate travel card,195,20,9.76,10,15.49,3020.55,5386,107720,151.0275,35.66237936799589,0.10256410256410256
best amex corporate card,448,52,4.42,5,29.16,13063.68,1909,99268,251.2246153846154,7.598777679796198,0.11607142857142858
best expense management card,318,46,1.86,1,47.48,15098.64,2016,92736,328.2313043478261,6.142010141310741,0.14465408805031446
compare amex corporate card,56,7,3.61,7,17.65,988.3999999999999,4823,33761,141.2,34.157223796033996,0.125
high limit commercial credit card,140,8,9.64,4,37.24,5213.6,7439,59512,651.7,11.414761393279115,0.05714285714285714
for employees hotel rewards card,97,9,4.85,8,48.8,4733.599999999999,1590,14310,525.9555555555555,3.0230691228663176,0.09278350515463918
top expense tracking software,351,46,3.84,8,29.72,10431.72,2277,104742,226.77652173913043,10.04072195189288,0.13105413105413105
apply for business travel credit card,71,5,3.8,7,25.64,1820.44,9795,48975,364.088,26.902836676847354,0.07042253521126761
compare american express travel card,138,14,1.08,1,38.66,5335.08,6185,86590,381.07714285714286,16.23030957361464,0.10144927536231885
instant approval business credit card,48,1,6.7,3,11.36,545.28,4496,4496,545.28,8.24530516431925,0.020833333333333332
compare amex rewards card,338,41,7.52,6,6.49,2193.62,1314,53874,53.50292682926829,24.559404090042943,0.12130177514792899
for travel business credit card,170,19,4.18,6,20.83,3541.1,7370,140030,186.3736842105263,39.544209426449406,0.11176470588235295
with airport lounge access small business credit card,288,38,8.86,6,42.68,12291.84,4743,180234,323.4694736842105,14.66289831302718,0.13194444444444445
2026 expense management card,171,18,7.69,2,8.49,1451.79,3850,69300,80.655,47.734176430475486,0.10526315789473684
for travel expense tracking software,58,7,6.41,8,31.6,1832.8000000000002,8555,59885,261.8285714285715,32.67405063291139,0.1206896551724138
for small business expense management card,134,4,7.33,3,7.32,980.88,4421,17684,245.22,18.028708914444174,0.029850746268656716
premium amex rewards card,442,54,7.93,5,27.54,12172.68,3801,205254,225.42000000000002,16.861857865318072,0.12217194570135746
high limit company credit card,236,33,5.74,9,10.85,2560.6,8508,280764,77.5939393939394,109.64773881121613,0.13983050847457626
high limit business travel credit card,314,38,4.58,7,32.34,10154.76,5117,194446,267.23052631578946,19.148261504949403,0.12101910828025478
for travel merchant cash advance,403,38,2.13,9,18.96,7640.88,2677,101726,201.0757894736842,13.313387986724042,0.09429280397022333
for freelancers cash rewards card,361,50,4.64,4,21.68,7826.48,6832,341600,156.5296,43.64669685478018,0.13850415512465375
